,Player,Team,ATT_MAX,ATT_MIN,ATT_MID,CMP_MAX,CMP_MIN,CMP_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,INTS_MAX,INTS_MIN,INTS_MID,ATT.1_MAX,ATT.1_MIN,ATT.1_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
10,Taysom Hill,NO,30.8,10.5,24.5,19.9,6.3,15.8,214.0,100.2,182.2,1.5,0.4,1.1,0.2,1.0,0.7,12.4,6.1,8.8,63.6,38.7,49.4,1.6,0.4,0.7,0.2,0.6,0.3,25.2,16.1,18.9,14,QB
11,Matt Ryan,ATL,39.9,33.0,36.1,26.5,21.0,23.5,287.0,265.2,276.3,2.0,1.5,1.8,0.6,1.0,0.7,2.5,1.0,1.7,8.7,2.0,5.9,0.1,0.0,0.0,0.1,0.2,0.2,21.9,16.7,17.4,14,QB
12,Ben Roethlisberger,PIT,44.3,37.4,39.2,28.9,24.6,26.0,312.6,234.0,281.7,2.1,1.6,1.8,0.7,1.0,0.9,1.8,0.0,1.2,4.1,0.0,2.0,0.1,0.0,0.0,0.0,0.3,0.1,23.1,14.6,17.1,14,QB
13,Matthew Stafford,DET,37.0,35.5,36.3,25.0,22.1,23.5,277.0,257.6,272.0,2.0,1.7,1.8,0.7,1.0,0.8,2.3,1.9,2.1,9.0,4.0,6.9,0.1,0.0,0.0,0.1,0.3,0.2,22.3,16.6,17.1,14,QB
14,Philip Rivers,IND,36.4,35.0,35.8,24.2,22.9,23.6,287.3,266.6,277.3,2.1,1.5,1.9,0.0,1.0,0.8,1.5,0.0,1.0,2.6,0.0,1.4,0.0,0.0,0.0,0.0,0.2,0.1,22.1,14.9,17.0,14,QB
15,Derek Carr,LV,34.7,32.0,33.1,23.6,21.2,22.6,262.1,243.2,256.1,2.0,1.6,1.8,0.6,1.0,0.7,3.0,2.1,2.4,12.3,5.0,7.5,0.1,0.0,0.1,0.1,0.5,0.3,21.6,15.9,16.7,14,QB
16,Jared Goff,LAR,37.6,33.0,35.7,24.8,21.0,23.3,295.1,257.0,276.2,2.0,1.3,1.6,0.8,1.1,0.9,3.5,2.0,2.8,13.2,4.0,7.3,0.2,0.0,0.1,0.1,0.3,0.2,21.3,16.1,16.6,14,QB
17,Cam Newton,NE,30.9,26.0,28.7,19.1,17.0,18.3,212.6,174.0,192.5,1.1,0.5,0.9,0.7,1.1,0.9,9.8,7.8,9.0,42.8,32.6,38.1,1.0,0.3,0.5,0.1,0.2,0.1,23.4,15.0,16.4,14,QB
18,Kirk Cousins,MIN,35.0,30.0,32.9,24.0,20.9,22.3,281.0,242.0,261.9,2.0,1.6,1.8,0.7,1.0,0.8,2.7,1.5,1.9,6.7,2.4,5.0,0.1,0.0,0.0,0.1,0.3,0.2,22.7,15.2,16.2,14,QB
19,Teddy Bridgewater,CAR,35.2,33.9,34.3,23.6,22.8,23.2,257.0,237.0,248.9,1.7,1.0,1.4,0.7,1.0,0.8,5.0,3.1,3.7,17.0,13.0,14.9,0.2,0.0,0.1,0.1,0.2,0.1,18.6,15.0,16.0,14,QB
20,Mitchell Trubisky,CHI,36.0,32.8,34.3,22.4,21.0,21.7,254.0,218.0,239.4,1.9,1.0,1.5,0.7,1.0,0.8,3.9,2.0,3.1,21.1,9.0,16.0,0.2,0.0,0.1,0.0,0.3,0.2,18.1,14.7,15.9,14,QB
21,Andy Dalton,DAL,39.4,31.0,35.1,24.0,19.0,21.7,286.0,233.6,250.4,2.0,1.3,1.6,0.8,1.3,0.9,3.1,1.0,2.3,11.9,8.0,9.4,0.2,0.0,0.1,0.1,0.2,0.2,21.1,14.2,15.5,14,QB
22,Jalen Hurts,PHI,37.2,30.4,33.7,23.4,17.3,20.5,264.0,181.0,227.8,1.6,1.0,1.2,1.0,1.2,1.1,11.0,2.4,6.7,45.0,5.3,30.4,0.2,0.0,0.1,0.1,0.3,0.2,20.4,14.2,15.2,14,QB
23,Daniel Jones,NYG,35.6,29.0,33.1,22.8,21.0,21.7,236.4,207.0,224.7,1.4,0.9,1.2,0.8,1.0,0.9,5.4,4.0,4.7,35.0,16.0,28.4,0.2,0.0,0.1,0.2,0.6,0.4,17.4,15.5,14.8,14,QB
24,Tua Tagovailoa,MIA,36.6,33.1,34.8,23.3,21.0,21.8,258.0,219.1,235.6,1.6,1.0,1.4,0.6,1.0,0.7,3.2,2.0,2.5,18.8,5.2,10.6,0.2,0.0,0.1,0.1,0.3,0.2,16.5,15.3,14.7,14,QB
25,Mike Glennon,JAC,41.0,34.4,36.8,24.5,22.2,23.5,265.0,229.6,250.2,2.0,1.2,1.6,0.9,1.1,1.0,2.6,1.6,2.1,8.7,2.5,6.0,0.1,0.0,0.0,0.1,0.7,0.4,22.0,13.4,14.6,14,QB
26,Alex Smith,WAS,40.0,30.0,35.1,24.8,19.6,22.5,282.0,210.6,243.9,1.5,0.8,1.1,0.0,0.9,0.6,3.0,1.0,2.1,11.2,4.4,8.2,0.1,0.0,0.1,0.0,0.2,0.1,18.7,12.3,14.1,14,QB
27,Baker Mayfield,CLE,36.0,30.1,32.1,20.6,18.8,19.6,245.0,209.0,228.6,1.5,1.0,1.4,0.7,2.0,1.0,3.0,2.0,2.6,14.5,5.0,9.6,0.1,0.0,0.1,0.1,0.2,0.2,16.8,13.1,13.7,14,QB
28,Drew Lock,DEN,35.8,32.3,33.9,21.5,18.8,20.1,248.8,202.0,227.1,1.5,1.0,1.3,0.8,1.5,1.1,3.3,2.8,3.0,14.8,9.9,12.1,0.2,0.0,0.1,0.1,0.3,0.2,17.1,13.0,13.6,14,QB
29,Nick Mullens,SF,33.6,30.7,32.2,21.9,20.8,21.3,263.8,234.0,249.2,1.7,1.0,1.4,0.8,1.5,1.1,1.3,0.0,0.7,3.9,0.0,1.9,0.1,0.0,0.0,0.1,0.2,0.2,16.2,12.9,13.4,14,QB
30,Sam Darnold,NYJ,31.9,27.0,30.4,20.0,15.0,18.1,228.4,193.5,207.8,1.3,0.9,1.1,0.9,1.4,1.0,6.0,2.5,3.3,16.0,8.1,11.9,0.2,0.0,0.1,0.1,0.2,0.2,15.4,12.2,12.1,14,QB
31,Brandon Allen,CIN,34.9,25.1,29.3,21.2,14.6,17.4,245.0,145.0,197.3,1.4,0.5,1.0,0.7,1.2,0.9,4.0,2.0,2.9,16.9,5.0,11.3,0.1,0.0,0.1,0.1,0.3,0.2,15.5,7.3,11.4,14,QB
32,Colt McCoy,NYG,23.0,1.4,12.2,13.3,0.9,7.1,144.2,8.5,60.4,0.3,0.1,0.2,0.0,0.7,0.3,3.8,0.2,2.0,14.8,0.5,5.4,0.0,0.0,0.0,0.0,0.2,0.1,1.3,0.8,2.9,14,QB
33,Ryan Finley,CIN,16.1,8.4,12.2,9.1,4.6,6.9,81.9,12.0,46.6,0.3,0.0,0.1,0.0,0.6,0.3,1.7,0.5,1.1,3.3,0.0,2.1,0.0,0.0,0.0,0.0,0.1,0.1,2.5,0.6,1.7,14,QB
34,Gardner Minshew,JAC,7.8,1.8,4.8,4.3,1.2,2.8,39.8,12.3,24.4,0.2,0.0,0.1,0.1,0.4,0.2,1.0,0.2,0.6,2.2,0.1,1.0,0.0,0.0,0.0,0.0,0.1,0.0,1.6,0.8,1.1,14,QB
35,Trace McSorley,BAL,8.9,1.1,5.0,5.2,0.7,2.9,48.9,7.6,25.4,0.1,0.0,0.1,0.0,0.4,0.2,0.7,0.3,0.5,2.0,0.6,1.5,0.0,0.0,0.0,0.0,0.1,0.0,1.3,0.9,1.0,14,QB
36,Tyrod Taylor,LAC,1.6,1.6,1.6,1.1,1.1,1.1,12.9,12.9,12.9,0.1,0.1,0.1,0.0,0.0,0.0,0.3,0.3,0.3,1.1,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14,QB
37,Jacoby Brissett,IND,8.1,0.2,3.0,4.5,0.1,1.7,41.3,1.1,16.0,0.0,0.0,0.0,0.0,0.4,0.1,1.7,0.1,0.9,6.7,0.6,3.2,0.2,0.0,0.1,0.0,0.1,0.0,1.8,0.3,1.0,14,QB
38,Nick Foles,CHI,7.6,1.7,4.6,4.2,1.2,2.7,38.5,11.5,23.3,0.1,0.0,0.1,0.0,0.4,0.1,1.0,0.1,0.6,2.1,0.0,0.7,0.0,0.0,0.0,0.0,0.1,0.0,1.1,0.9,0.9,14,QB
39,David Blough,DET,1.4,1.4,1.4,0.9,0.9,0.9,10.7,10.7,10.7,0.1,0.1,0.1,0.0,0.0,0.0,0.2,0.2,0.2,1.1,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,14,QB
40,Marcus Mariota,LV,1.3,1.3,1.3,0.9,0.9,0.9,10.2,10.2,10.2,0.1,0.1,0.1,0.0,0.0,0.0,0.3,0.3,0.3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,14,QB
41,Jake Luton,JAC,1.5,1.5,1.5,0.9,0.9,0.9,10.0,10.0,10.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,14,QB
42,Chad Henne,KC,1.5,1.5,1.5,1.0,1.0,1.0,11.6,11.6,11.6,0.1,0.1,0.1,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,14,QB
43,Matt Schaub,ATL,1.6,1.6,1.6,1.1,1.1,1.1,11.5,11.5,11.5,0.1,0.1,0.1,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,14,QB
44,Carson Wentz,PHI,7.9,1.6,4.8,4.4,0.9,2.7,40.5,9.5,23.1,0.1,0.0,0.1,0.1,0.4,0.2,1.1,0.2,0.6,2.2,0.1,1.1,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.7,0.9,14,QB
45,Ryan Fitzpatrick,MIA,7.7,1.4,4.5,4.3,0.9,2.6,39.2,9.1,20.4,0.1,0.0,0.1,0.0,0.4,0.1,1.0,0.3,0.7,2.1,0.0,1.1,0.0,0.0,0.0,0.0,0.1,0.0,0.9,0.8,0.8,14,QB
46,Phillip Walker,CAR,9.2,1.4,5.3,5.1,1.0,3.1,43.8,9.7,26.7,0.1,0.0,0.1,0.0,0.5,0.2,1.1,0.2,0.6,1.7,0.2,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.8,0.8,0.8,14,QB
47,Blaine Gabbert,TB,1.6,1.6,1.6,0.9,0.9,0.9,10.6,10.6,10.6,0.1,0.1,0.1,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,14,QB
48,Garrett Gilbert,DAL,1.6,1.6,1.6,0.9,0.9,0.9,11.3,11.3,11.3,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.3,1.3,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,14,QB
49,Chase Daniel,DET,1.4,1.4,1.4,0.9,0.9,0.9,12.2,10.7,11.5,0.1,0.0,0.1,0.0,0.1,0.0,0.2,0.2,0.2,1.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.6,0.8,14,QB
50,Dwayne Haskins,WAS,1.4,1.4,1.4,0.9,0.9,0.9,16.1,8.8,12.4,0.1,0.1,0.1,0.0,0.1,0.1,0.2,0.2,0.2,0.7,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,14,QB
51,Tim Boyle,GB,0.7,0.7,0.7,0.5,0.5,0.5,18.8,6.4,12.6,0.1,0.0,0.1,0.0,0.1,0.0,0.2,0.2,0.2,0.2,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.7,0.8,14,QB
52,CJ Beathard,SF,6.6,1.3,4.0,3.6,0.8,2.2,35.7,9.6,21.0,0.1,0.0,0.1,0.1,0.4,0.2,1.3,0.3,0.8,3.5,0.1,1.6,0.0,0.0,0.0,0.0,0.1,0.1,0.9,0.7,0.7,14,QB
53,Jameis Winston,NO,1.4,1.4,1.4,0.9,0.9,0.9,10.6,9.1,9.9,0.1,0.1,0.1,0.0,0.1,0.0,0.2,0.2,0.2,0.9,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.7,0.7,14,QB
54,Matt Barkley,BUF,1.0,1.0,1.0,0.6,0.6,0.6,7.5,7.5,7.5,0.1,0.1,0.1,0.0,0.0,0.0,0.2,0.2,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,14,QB
55,Geno Smith,SEA,1.1,1.1,1.1,0.6,0.6,0.6,6.5,6.5,6.5,0.1,0.1,0.1,0.0,0.0,0.0,0.3,0.3,0.3,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,14,QB
56,Case Keenum,CLE,1.2,1.2,1.2,0.8,0.8,0.8,10.0,8.5,9.3,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.7,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.7,14,QB
57,Mason Rudolph,PIT,1.5,1.5,1.5,1.0,1.0,1.0,11.6,9.4,10.5,0.1,0.0,0.1,0.0,0.1,0.0,0.2,0.2,0.2,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.7,14,QB
58,Logan Woodside,TEN,0.8,0.8,0.8,0.6,0.6,0.6,13.2,7.2,10.2,0.1,0.0,0.1,0.0,0.1,0.0,0.2,0.2,0.2,0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.6,0.6,14,QB
59,Joe Flacco,NYJ,1.2,1.2,1.2,0.8,0.8,0.8,8.0,8.0,8.0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.9,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,14,QB
60,Brett Rypien,DEN,1.3,1.3,1.3,0.8,0.8,0.8,12.6,8.2,10.4,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.3,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.6,0.6,14,QB
61,AJ McCarron,HOU,1.4,1.4,1.4,0.9,0.9,0.9,12.5,11.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.5,14,QB
62,Brett Hundley,ARI,1.4,1.4,1.4,0.9,0.9,0.9,9.8,9.8,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,1.2,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,14,QB
63,John Wolford,LAR,1.1,1.1,1.1,0.7,0.7,0.7,11.1,8.6,9.9,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.4,14,QB
64,Sean Mannion,MIN,1.2,1.2,1.2,0.8,0.8,0.8,8.7,8.7,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,14,QB
65,Jarrett Stidham,NE,1.2,1.2,1.2,0.7,0.7,0.7,7.1,7.1,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.6,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,14,QB
66,Nate Sudfeld,PHI,1.0,1.0,1.0,0.5,0.5,0.5,6.1,6.1,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,14,QB
67,Jacob Eason,IND,0.7,0.7,0.7,0.4,0.4,0.4,5.1,5.1,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,14,QB
68,Jake Fromm,BUF,0.3,0.3,0.3,0.2,0.2,0.2,1.9,1.9,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,14,QB
